token,lemma,aspect,form,transitivity,number,tense,mood,person,voice
перешагивая,перешагивать,ipf,ger,tran,,praes,,,act
соскальзывая,соскальзывать,ipf,ger,intr,,praes,,,act
глядя,глядеть,ipf,ger,intr,,praes,,,act
засасывая,засасывать,ipf,ger,tran,,praes,,,act
отпуская,отпускать,ipf,ger,tran,,praes,,,act
оставшись,остаться,pf,ger,intr,,praet,,,med
делая,делать,ipf,ger,tran,,praes,,,act
распаляясь,распаляться,ipf,ger,intr,,praes,,,med
допив,допить,pf,ger,tran,,praet,,,act
сопоставив,сопоставить,pf,ger,tran,,praet,,,act
отвечая,отвечать,ipf,ger,intr,,praes,,,act
лаская,ласкать,ipf,ger,tran,,praes,,,act
балуя,баловать,ipf,ger,tran,,praes,,,act
раскладывая,раскладывать,ipf,ger,tran,,praes,,,act
приходя,приходить,ipf,ger,intr,,praes,,,act
поужинав,поужинать,pf,ger,intr,,praet,,,act
уткнувшись,уткнуться,pf,ger,intr,,praet,,,med
следуя,следовать,ipf,ger,intr,,praes,,,act
получив,получить,pf,ger,tran,,praet,,,act
ослушавшись,ослушаться,pf,ger,intr,,praet,,,med
оценивая,оценивать,ipf,ger,tran,,praes,,,act
поняв,понять,pf,ger,tran,,praet,,,act
рассказывая,рассказывать,ipf,ger,tran,,praes,,,act
освоившись,освоиться,pf,ger,intr,,praet,,,med
проводя,проводить,ipf,ger,tran,,praes,,,act
касаясь,касаться,ipf,ger,intr,,praes,,,med
получив,получить,pf,ger,tran,,praet,,,act
преодолевая,преодолевать,ipf,ger,tran,,praes,,,act
попадая,попадать,ipf,ger,intr,,praes,,,act
обернувшись,обернуться,pf,ger,intr,,praet,,,med
извинившись,извиниться,pf,ger,intr,,praet,,,med
подрезав,подрезать,pf,ger,tran,,praet,,,act
разговаривая,разговаривать,ipf,ger,intr,,praes,,,act
справившись,справиться,pf,ger,intr,,praet,,,med
зажавши,зажать,pf,ger,tran,,praet,,,act
валясь,валиться,ipf,ger,intr,,praes,,,med
оправдываясь,оправдываться,ipf,ger,intr,,praes,,,med
упёршись,упереться,pf,ger,intr,,praet,,,med
начиная,начинать,ipf,ger,tran,,praes,,,act
успев,успеть,pf,ger,intr,,praet,,,act
изнемогая,изнемогать,ipf,ger,intr,,praes,,,act
радуясь,радоваться,ipf,ger,intr,,praes,,,med
посоветовавшись,посоветоваться,pf,ger,intr,,praet,,,med
отпирая,отпирать,ipf,ger,tran,,praes,,,act
подбирая,подбирать,ipf,ger,tran,,praes,,,act
поняв,понять,pf,ger,tran,,praet,,,act
выдержав,выдержать,pf,ger,tran,,praet,,,act
поднимая,поднимать,ipf,ger,tran,,praes,,,act
натянув,натянуть,pf,ger,tran,,praet,,,act
оставив,оставить,pf,ger,tran,,praet,,,act
оставив,оставить,pf,ger,tran,,praet,,,act
очертив,очертить,pf,ger,tran,,praet,,,act
вглядевшись,вглядеться,pf,ger,intr,,praet,,,med
пытаясь,пытаться,ipf,ger,intr,,praes,,,med
успев,успеть,pf,ger,intr,,praet,,,act
раскорячившись,раскорячиться,pf,ger,intr,,praet,,,med
вытирая,вытирать,ipf,ger,tran,,praes,,,act
пытаясь,пытаться,ipf,ger,intr,,praes,,,med
помыв,помыть,pf,ger,tran,,praet,,,act
погасив,погасить,pf,ger,tran,,praet,,,act
ударяясь,ударяться,ipf,ger,intr,,praes,,,med
ухватив,ухватить,pf,ger,tran,,praet,,,act
ссыпаясь,ссыпаться,ipf,ger,intr,,praes,,,med
подтянув,подтянуть,pf,ger,tran,,praet,,,act
увидев,увидеть,pf,ger,tran,,praet,,,act
смешавшись,смешаться,pf,ger,intr,,praet,,,med
увязая,увязать,ipf,ger,intr,,praes,,,act
покрыв,покрыть,pf,ger,tran,,praet,,,act
освобождая,освобождать,ipf,ger,tran,,praes,,,act
приговаривая,приговаривать,ipf,ger,tran,,praes,,,act
заметив,заметить,pf,ger,tran,,praet,,,act
вывернув,вывернуть,pf,ger,tran,,praet,,,act
скрестив,скрестить,pf,ger,tran,,praet,,,act
опираясь,опираться,ipf,ger,intr,,praes,,,med
проваливаясь,проваливаться,ipf,ger,intr,,praes,,,med
подыскивая,подыскивать,ipf,ger,tran,,praes,,,act
дохнув,дохнуть,pf,ger,intr,,praet,,,act
поднимая,поднимать,ipf,ger,tran,,praes,,,act
вспомнив,вспомнить,pf,ger,tran,,praet,,,act
ощупав,ощупать,pf,ger,tran,,praet,,,act
отряхивая,отряхивать,ipf,ger,tran,,praes,,,act
угадав,угадать,pf,ger,tran,,praet,,,act
увидев,увидеть,pf,ger,tran,,praet,,,act
мешая,мешать,ipf,ger,intr,,praes,,,act
показав,показать,pf,ger,tran,,praet,,,act
бормоча,бормотать,ipf,ger,tran,,praes,,,act
пытаясь,пытаться,ipf,ger,intr,,praes,,,med
испугавшись,испугаться,pf,ger,intr,,praet,,,med
оставив,оставить,pf,ger,tran,,praet,,,act
унося,уносить,ipf,ger,tran,,praes,,,act
укрывая,укрывать,ipf,ger,tran,,praes,,,act
прислушиваясь,прислушиваться,ipf,ger,intr,,praes,,,med
крича,кричать,ipf,ger,intr,,praes,,,act
давая,давать,ipf,ger,tran,,praes,,,act
зажав,зажать,pf,ger,tran,,praet,,,act
смягчая,смягчать,ipf,ger,tran,,praes,,,act
согнув,согнуть,pf,ger,tran,,praet,,,act
пробив,пробить,pf,ger,tran,,praet,,,act
отдавая,отдавать,ipf,ger,tran,,praes,,,act
звуча,звучать,ipf,ger,intr,,praes,,,act
оставив,оставить,pf,ger,tran,,praet,,,act
пытаясь,пытаться,ipf,ger,intr,,praes,,,med
прикрывая,прикрывать,ipf,ger,tran,,praes,,,act
оставив,оставить,pf,ger,tran,,praet,,,act
сжав,сжать,pf,ger,tran,,praet,,,act
опершись,опереться,pf,ger,intr,,praet,,,med
уходя,уходить,ipf,ger,intr,,praes,,,act
оглядываясь,оглядываться,ipf,ger,intr,,praes,,,med
обернувшись,обернуться,pf,ger,intr,,praet,,,med
глядя,глядеть,ipf,ger,intr,,praes,,,act
впитывая,впитывать,ipf,ger,tran,,praes,,,act
почувствовав,почувствовать,pf,ger,tran,,praet,,,act
балансируя,балансировать,ipf,ger,intr,,praes,,,act
перепрыгивая,перепрыгивать,ipf,ger,tran,,praes,,,act
меняя,менять,ipf,ger,tran,,praes,,,act
отдохнув,отдохнуть,pf,ger,intr,,praet,,,act
изумляясь,изумляться,ipf,ger,intr,,praes,,,med
прижимаясь,прижиматься,ipf,ger,intr,,praes,,,med
подтягиваясь,подтягиваться,ipf,ger,intr,,praes,,,med
попавши,попасть,pf,ger,intr,,praet,,,act
раскачиваясь,раскачиваться,ipf,ger,intr,,praes,,,med
подняв,поднять,pf,ger,tran,,praet,,,act
храня,хранить,ipf,ger,tran,,praes,,,act
заметив,заметить,pf,ger,tran,,praet,,,act
перекидывая,перекидывать,ipf,ger,tran,,praes,,,act
указывая,указывать,ipf,ger,tran,,praes,,,act
приглядевшись,приглядеться,pf,ger,intr,,praet,,,med
расправив,расправить,pf,ger,tran,,praet,,,act
догадываясь,догадываться,ipf,ger,intr,,praes,,,med
отдав,отдать,pf,ger,tran,,praet,,,act
заполняя,заполнять,ipf,ger,tran,,praes,,,act
справившись,справиться,pf,ger,intr,,praet,,,med
выходя,выходить,ipf,ger,intr,,praes,,,act
заявив,заявить,pf,ger,tran,,praet,,,act
замирая,замирать,ipf,ger,intr,,praes,,,act
работая,работать,ipf,ger,intr,,praes,,,act
лаская,ласкать,ipf,ger,tran,,praes,,,act
пытаясь,пытаться,ipf,ger,intr,,praes,,,med
дав,дать,pf,ger,tran,,praet,,,act
оставив,оставить,pf,ger,tran,,praet,,,act
повесив,повесить,pf,ger,tran,,praet,,,act
изловив,изловить,pf,ger,tran,,praet,,,act
оставив,оставить,pf,ger,tran,,praet,,,act
втягиваясь,втягиваться,ipf,ger,intr,,praes,,,med
обнаружив,обнаружить,pf,ger,tran,,praet,,,act
касаясь,касаться,ipf,ger,intr,,praes,,,med
угадав,угадать,pf,ger,tran,,praet,,,act
догадавшись,догадаться,pf,ger,intr,,praet,,,med
пытаясь,пытаться,ipf,ger,intr,,praes,,,med
опираясь,опираться,ipf,ger,intr,,praes,,,med
сдавая,сдавать,ipf,ger,tran,,praes,,,act
жалея,жалеть,ipf,ger,tran,,praes,,,act
выспавшись,выспаться,pf,ger,intr,,praet,,,med
нажимая,нажимать,ipf,ger,tran,,praes,,,act
представив,представить,pf,ger,tran,,praet,,,act
загнав,загнать,pf,ger,tran,,praet,,,act
заглянув,заглянуть,pf,ger,intr,,praet,,,act
поблагодарив,поблагодарить,pf,ger,tran,,praet,,,act
оставив,оставить,pf,ger,tran,,praet,,,act
зажав,зажать,pf,ger,tran,,praet,,,act
обнявшись,обняться,pf,ger,intr,,praet,,,med
обнявшись,обняться,pf,ger,intr,,praet,,,med
прижимаясь,прижиматься,ipf,ger,intr,,praes,,,med
стоя,стоять,ipf,ger,intr,,praes,,,act
придавая,придавать,ipf,ger,tran,,praes,,,act
стуча,стучать,ipf,ger,intr,,praes,,,act
сбавляя,сбавлять,ipf,ger,tran,,praes,,,act
опустив,опустить,pf,ger,tran,,praet,,,act
повторяя,повторять,ipf,ger,tran,,praes,,,act
почувствовав,почувствовать,pf,ger,tran,,praet,,,act
поступив,поступить,pf,ger,intr,,praet,,,act
оставляя,оставлять,ipf,ger,tran,,praes,,,act
принимая,принимать,ipf,ger,tran,,praes,,,act
унося,уносить,ipf,ger,tran,,praes,,,act
выехав,выехать,pf,ger,intr,,praet,,,act
учитывая,учитывать,ipf,ger,tran,,praes,,,act
принимая,принимать,ipf,ger,tran,,praes,,,act
провозглашая,провозглашать,ipf,ger,tran,,praes,,,act
просидев,просидеть,pf,ger,tran,,praet,,,act
исхитрившись,исхитриться,pf,ger,intr,,praet,,,med
желая,желать,ipf,ger,tran,,praes,,,act
приехав,приехать,pf,ger,intr,,praet,,,act
экономя,экономить,ipf,ger,tran,,praes,,,act
мешая,мешать,ipf,ger,intr,,praes,,,act
определив,определить,pf,ger,tran,,praet,,,act
перевезя,перевезти,pf,ger,tran,,praet,,,act
делая,делать,ipf,ger,tran,,praes,,,act
ощущая,ощущать,ipf,ger,tran,,praes,,,act
обжёгшись,обжечься,pf,ger,intr,,praet,,,med
накладывая,накладывать,ipf,ger,tran,,praes,,,act
глядя,глядеть,ipf,ger,intr,,praes,,,act
возвратившись,возвратиться,pf,ger,intr,,praet,,,med
потеряв,потерять,pf,ger,tran,,praet,,,act
страдая,страдать,ipf,ger,intr,,praes,,,act
видя,видеть,ipf,ger,tran,,praes,,,act
забегая,забегать,ipf,ger,intr,,praes,,,act
улыбаясь,улыбаться,ipf,ger,intr,,praes,,,med
вспомнив,вспомнить,pf,ger,tran,,praet,,,act
звоня,звонить,ipf,ger,intr,,praes,,,act
играя,играть,ipf,ger,tran,,praes,,,act
оповестив,оповестить,pf,ger,tran,,praet,,,act
сбросив,сбросить,pf,ger,tran,,praet,,,act
отплясывая,отплясывать,ipf,ger,tran,,praes,,,act
ухватив,ухватить,pf,ger,tran,,praet,,,act
уговаривая,уговаривать,ipf,ger,tran,,praes,,,act
теряя,терять,ipf,ger,tran,,praes,,,act
сняв,снять,pf,ger,tran,,praet,,,act
глядя,глядеть,ipf,ger,tran,,praes,,,act
выбив,выбить,pf,ger,tran,,praet,,,act
отдав,отдать,pf,ger,tran,,praet,,,act
продолжая,продолжать,ipf,ger,tran,,praes,,,act
засыпая,засыпать,ipf,ger,intr,,praes,,,act
побуждая,побуждать,ipf,ger,tran,,praes,,,act
совершая,совершать,ipf,ger,tran,,praes,,,act
принимая,принимать,ipf,ger,tran,,praes,,,act
ссылаясь,ссылаться,ipf,ger,intr,,praes,,,med
пользуясь,пользоваться,ipf,ger,intr,,praes,,,med
выпив,выпить,pf,ger,tran,,praet,,,act
сговариваясь,сговариваться,ipf,ger,intr,,praes,,,med
втащив,втащить,pf,ger,tran,,praet,,,act
уткнувшись,уткнуться,pf,ger,intr,,praet,,,med
начиная,начинать,ipf,ger,tran,,praes,,,act
обретя,обрести,pf,ger,tran,,praet,,,act
потеряв,потерять,pf,ger,tran,,praet,,,act
увидев,увидеть,pf,ger,tran,,praet,,,act
угадывая,угадывать,ipf,ger,tran,,praes,,,act
прикасаясь,прикасаться,ipf,ger,intr,,praes,,,med
переступив,переступить,pf,ger,tran,,praet,,,act
придираясь,придираться,ipf,ger,intr,,praes,,,med
глядя,глядеть,ipf,ger,tran,,praes,,,act
отогревая,отогревать,ipf,ger,tran,,praes,,,act
достигнув,достигнуть,pf,ger,intr,,praet,,,act
устраиваясь,устраиваться,ipf,ger,intr,,praes,,,med
обнаружив,обнаружить,pf,ger,tran,,praet,,,act
позабыв,позабыть,pf,ger,tran,,praet,,,act
выставив,выставить,pf,ger,tran,,praet,,,act
забывая,забывать,ipf,ger,tran,,praes,,,act
заметив,заметить,pf,ger,tran,,praet,,,act
проснувшись,проснуться,pf,ger,intr,,praet,,,med
обращаясь,обращаться,ipf,ger,intr,,praes,,,med
удерживая,удерживать,ipf,ger,tran,,praes,,,act
восстав,восстать,pf,ger,intr,,praet,,,act
прожив,прожить,pf,ger,tran,,praet,,,act
совершив,совершить,pf,ger,tran,,praet,,,act
поужинав,поужинать,pf,ger,intr,,praet,,,act
прихватив,прихватить,pf,ger,tran,,praet,,,act
делая,делать,ipf,ger,tran,,praes,,,act
нагуливая,нагуливать,ipf,ger,tran,,praes,,,act
подумав,подумать,pf,ger,intr,,praet,,,act
застав,застать,pf,ger,tran,,praet,,,act
рассердившись,рассердиться,pf,ger,intr,,praet,,,med
отвергнув,отвергнуть,pf,ger,tran,,praet,,,act
ограничившись,ограничиться,pf,ger,intr,,praet,,,med
поджав,поджать,pf,ger,tran,,praet,,,act
расстегнув,расстегнуть,pf,ger,tran,,praet,,,act
получив,получить,pf,ger,tran,,praet,,,act
переплатив,переплатить,pf,ger,tran,,praet,,,act
подморгнув,подморгнуть,pf,ger,intr,,praet,,,act
переворошив,переворошить,pf,ger,tran,,praet,,,act
жалея,жалеть,ipf,ger,tran,,praes,,,act
демонстрируя,демонстрировать,ipf,ger,tran,,praes,,,act
дав,дать,pf,ger,tran,,praet,,,act
ощущая,ощущать,ipf,ger,tran,,praes,,,act
пришвартовавшись,пришвартоваться,ipf,ger,intr,,praet,,,med
сдерживая,сдерживать,ipf,ger,tran,,praes,,,act
закрывая,закрывать,ipf,ger,tran,,praes,,,act
остановившись,остановиться,pf,ger,intr,,praet,,,med
втискиваясь,втискиваться,ipf,ger,intr,,praes,,,med
поев,поесть,pf,ger,tran,,praet,,,act
одолев,одолеть,pf,ger,tran,,praet,,,act
наскучив,наскучить,pf,ger,intr,,praet,,,act
накрыв,накрыть,pf,ger,tran,,praet,,,act
пытаясь,пытаться,ipf,ger,intr,,praes,,,med
изучая,изучать,ipf,ger,tran,,praes,,,act
оставив,оставить,pf,ger,tran,,praet,,,act
следуя,следовать,ipf,ger,intr,,praes,,,act
бросив,бросить,pf,ger,tran,,praet,,,act
развернувшись,развернуться,pf,ger,intr,,praet,,,med
открывая,открывать,ipf,ger,tran,,praes,,,act
ощупывая,ощупывать,ipf,ger,tran,,praes,,,act
опершись,опереться,pf,ger,intr,,praet,,,med
забежав,забежать,pf,ger,intr,,praet,,,act
удаляясь,удаляться,ipf,ger,intr,,praes,,,med
приближаясь,приближаться,ipf,ger,intr,,praes,,,med
набирая,набирать,ipf,ger,tran,,praes,,,act
завершаясь,завершаться,ipf,ger,intr,,praes,,,med
развиваясь,развиваться,ipf,ger,intr,,praes,,,med
отыграв,отыграть,pf,ger,tran,,praet,,,act
рассматривая,рассматривать,ipf,ger,tran,,praes,,,act
окончив,окончить,pf,ger,tran,,praet,,,act
прервав,прервать,pf,ger,tran,,praet,,,act
увидев,увидеть,pf,ger,tran,,praet,,,act
узнав,узнать,pf,ger,tran,,praet,,,act
узнав,узнать,pf,ger,tran,,praet,,,act
приняв,принять,pf,ger,tran,,praet,,,act
сгорбившись,сгорбиться,pf,ger,intr,,praet,,,med
увидев,увидеть,pf,ger,tran,,praet,,,act
желая,желать,ipf,ger,tran,,praes,,,act
скинув,скинуть,pf,ger,tran,,praet,,,act
стараясь,стараться,ipf,ger,intr,,praes,,,med
получив,получить,pf,ger,tran,,praet,,,act
освобождаясь,освобождаться,ipf,ger,intr,,praes,,,med
отнимая,отнимать,ipf,ger,tran,,praes,,,act
дорисовав,дорисовать,pf,ger,tran,,praet,,,act
отмечая,отмечать,ipf,ger,tran,,praes,,,act
опершись,опереться,pf,ger,intr,,praet,,,med
обойдя,обойти,pf,ger,tran,,praet,,,act
заглянув,заглянуть,pf,ger,intr,,praet,,,act
мешая,мешать,ipf,ger,intr,,praes,,,act
требуя,требовать,ipf,ger,tran,,praes,,,act
обшив,обшить,pf,ger,tran,,praet,,,act
следуя,следовать,ipf,ger,intr,,praes,,,act
заготовив,заготовить,pf,ger,tran,,praet,,,act
исполнившись,исполниться,pf,ger,intr,,praet,,,med
увидев,увидеть,pf,ger,tran,,praet,,,act
ломаясь,ломаться,ipf,ger,intr,,praes,,,med
чинясь,чиниться,ipf,ger,intr,,praes,,,med
проходя,проходить,ipf,ger,tran,,praes,,,act
раздеваясь,раздеваться,ipf,ger,intr,,praes,,,med
помогая,помогать,ipf,ger,intr,,praes,,,act
касаясь,касаться,ipf,ger,intr,,praes,,,med
затыкая,затыкать,ipf,ger,tran,,praes,,,act
вытянув,вытянуть,pf,ger,tran,,praet,,,act
запрокинув,запрокинуть,pf,ger,tran,,praet,,,act
оттрубив,оттрубить,pf,ger,tran,,praet,,,act
приподнимая,приподнимать,ipf,ger,tran,,praes,,,act
останавливая,останавливать,ipf,ger,tran,,praes,,,act
начиная,начинать,ipf,ger,tran,,praes,,,act
перебив,перебить,pf,ger,tran,,praet,,,act
перебрав,перебрать,pf,ger,tran,,praet,,,act
перебирая,перебирать,ipf,ger,tran,,praes,,,act
обхватив,обхватить,pf,ger,tran,,praet,,,act
уткнувшись,уткнуться,pf,ger,intr,,praet,,,med
въехав,въехать,pf,ger,intr,,praet,,,act
погрузив,погрузить,pf,ger,tran,,praet,,,act
управившись,управиться,pf,ger,intr,,praet,,,med
расставаясь,расставаться,ipf,ger,intr,,praes,,,med
стараясь,стараться,ipf,ger,intr,,praes,,,med
выделывая,выделывать,ipf,ger,tran,,praes,,,act
отбив,отбить,pf,ger,tran,,praet,,,act
подсолив,подсолить,pf,ger,tran,,praet,,,act
расставив,расставить,pf,ger,tran,,praet,,,act
сделав,сделать,pf,ger,tran,,praet,,,act
стоя,стоять,ipf,ger,intr,,praes,,,act
натирая,натирать,ipf,ger,tran,,praes,,,act
увидев,увидеть,pf,ger,tran,,praet,,,act
прожив,прожить,pf,ger,tran,,praet,,,act
смеясь,смеяться,ipf,ger,intr,,praes,,,med
глядя,глядеть,ipf,ger,intr,,praes,,,act
колеблясь,колебаться,ipf,ger,intr,,praes,,,med
собрав,собрать,pf,ger,tran,,praet,,,act
подведя,подвести,pf,ger,tran,,praet,,,act
ударяя,ударять,ipf,ger,tran,,praes,,,act
уложив,уложить,pf,ger,tran,,praet,,,act
собрав,собрать,pf,ger,tran,,praet,,,act
глядя,глядеть,ipf,ger,intr,,praes,,,act
закусывая,закусывать,ipf,ger,tran,,praes,,,act
образуя,образовывать,ipf,ger,tran,,praes,,,act
нарушая,нарушать,ipf,ger,tran,,praes,,,act
наступив,наступить,pf,ger,intr,,praet,,,act
раздевшись,раздеться,pf,ger,intr,,praet,,,med
торопясь,торопиться,ipf,ger,intr,,praes,,,med
обернувшись,обернуться,pf,ger,intr,,praet,,,med
проходя,проходить,ipf,ger,tran,,praes,,,act
удерживая,удерживать,ipf,ger,tran,,praes,,,act
склоняясь,склоняться,ipf,ger,intr,,praes,,,med
заглянув,заглянуть,pf,ger,intr,,praet,,,act
отделяя,отделять,ipf,ger,tran,,praes,,,act
приговаривая,приговаривать,ipf,ger,tran,,praes,,,act
отвернув,отвернуть,pf,ger,tran,,praet,,,act
протерев,протереть,pf,ger,tran,,praet,,,act
отогнув,отогнуть,pf,ger,tran,,praet,,,act
обхватив,обхватить,pf,ger,tran,,praet,,,act
начиная,начинать,ipf,ger,tran,,praes,,,act
узнав,узнать,pf,ger,tran,,praet,,,act
пропуская,пропускать,ipf,ger,tran,,praes,,,act
опуская,опускать,ipf,ger,tran,,praes,,,act
уперев,упереть,pf,ger,tran,,praet,,,act
глядя,глядеть,ipf,ger,tran,,praes,,,act
пропуская,пропускать,ipf,ger,tran,,praes,,,act
закрывая,закрывать,ipf,ger,tran,,praes,,,act
засунув,засунуть,pf,ger,tran,,praet,,,act
забыв,забыть,pf,ger,tran,,praet,,,act
отрываясь,отрываться,ipf,ger,intr,,praes,,,med
переводя,переводить,ipf,ger,tran,,praes,,,act
отбиваясь,отбиваться,ipf,ger,intr,,praes,,,med
прощаясь,прощаться,ipf,ger,intr,,praes,,,med
задумываясь,задумываться,ipf,ger,intr,,praes,,,med
сшибая,сшибать,ipf,ger,tran,,praes,,,act
спеша,спешить,ipf,ger,intr,,praes,,,act
склонившись,склониться,pf,ger,intr,,praet,,,med
ударив,ударить,pf,ger,tran,,praet,,,act
закупорив,закупорить,pf,ger,tran,,praet,,,act
услышав,услышать,pf,ger,tran,,praet,,,act
утешая,утешать,ipf,ger,tran,,praes,,,act
услышав,услышать,pf,ger,tran,,praet,,,act
встретившись,встретиться,pf,ger,intr,,praet,,,med
отказавшись,отказаться,pf,ger,intr,,praet,,,med
закупорив,закупорить,pf,ger,tran,,praet,,,act
замечая,замечать,ipf,ger,tran,,praes,,,act
понимая,понимать,ipf,ger,tran,,praes,,,act
выслушав,выслушать,pf,ger,tran,,praet,,,act
восхищаясь,восхищаться,ipf,ger,intr,,praes,,,med
сообщая,сообщать,ipf,ger,tran,,praes,,,act
напоминая,напоминать,ipf,ger,tran,,praes,,,act
прикоснувшись,прикоснуться,pf,ger,intr,,praet,,,med
вынося,выносить,ipf,ger,tran,,praes,,,act
надеясь,надеяться,ipf,ger,intr,,praes,,,med
склонившись,склониться,pf,ger,intr,,praet,,,med
узнав,узнать,pf,ger,tran,,praet,,,act
утешая,утешать,ipf,ger,tran,,praes,,,act
боясь,бояться,ipf,ger,intr,,praes,,,med
продолжая,продолжать,ipf,ger,tran,,praes,,,act
узнав,узнать,pf,ger,tran,,praet,,,act
увидев,увидеть,pf,ger,tran,,praet,,,act
обращаясь,обращаться,ipf,ger,intr,,praes,,,med
изменив,изменить,pf,ger,intr,,praet,,,act
извиняясь,извиняться,ipf,ger,intr,,praes,,,med
сбиваясь,сбиваться,ipf,ger,intr,,praes,,,med
проглатывая,проглатывать,ipf,ger,tran,,praes,,,act
вталкивая,вталкивать,ipf,ger,tran,,praes,,,act
заставляя,заставлять,ipf,ger,tran,,praes,,,act
возникнув,возникнуть,pf,ger,intr,,praet,,,act
вспомнив,вспомнить,pf,ger,tran,,praet,,,act
поцеловавшись,поцеловаться,pf,ger,intr,,praet,,,med
проявляя,проявлять,ipf,ger,tran,,praes,,,act
готовясь,готовиться,ipf,ger,intr,,praes,,,med
повзрослев,повзрослеть,pf,ger,intr,,praet,,,act
заговорив,заговорить,pf,ger,intr,,praet,,,act
думая,думать,ipf,ger,intr,,praes,,,act
приняв,принять,pf,ger,tran,,praet,,,act
отрекаясь,отрекаться,ipf,ger,intr,,praes,,,med
воспользовавшись,воспользоваться,pf,ger,intr,,praet,,,med
воспользовавшись,воспользоваться,pf,ger,intr,,praet,,,med
решив,решить,pf,ger,tran,,praet,,,act
соединившись,соединиться,pf,ger,intr,,praet,,,med
выскакивая,выскакивать,ipf,ger,intr,,praes,,,act
слушая,слушать,ipf,ger,tran,,praes,,,act
забыв,забыть,pf,ger,tran,,praet,,,act
достигнув,достигнуть,pf,ger,intr,,praet,,,act
прижимаясь,прижиматься,ipf,ger,intr,,praes,,,med
увидев,увидеть,pf,ger,tran,,praet,,,act
пренебрегая,пренебрегать,ipf,ger,intr,,praes,,,act
потеряв,потерять,pf,ger,tran,,praet,,,act
готовясь,готовиться,ipf,ger,intr,,praes,,,med
приняв,принять,pf,ger,tran,,praet,,,act
боясь,бояться,ipf,ger,intr,,praes,,,med
уйдя,уйти,pf,ger,intr,,praet,,,act
обращаясь,обращаться,ipf,ger,intr,,praes,,,med
оглядываясь,оглядываться,ipf,ger,intr,,praes,,,med
чувствуя,чувствовать,ipf,ger,tran,,praes,,,act
переходя,переходить,ipf,ger,tran,,praes,,,act
задрав,задрать,pf,ger,tran,,praet,,,act
восхищаясь,восхищаться,ipf,ger,intr,,praes,,,med
выйдя,выйти,pf,ger,intr,,praet,,,act
восхищаясь,восхищаться,ipf,ger,intr,,praes,,,med
глядя,глядеть,ipf,ger,intr,,praes,,,act
улыбаясь,улыбаться,ipf,ger,intr,,praes,,,med
поняв,понять,pf,ger,tran,,praet,,,act
надрываясь,надрываться,ipf,ger,intr,,praes,,,med
приседая,приседать,ipf,ger,intr,,praes,,,act
придя,прийти,pf,ger,intr,,praet,,,act
родившись,родиться,pf,ger,intr,,praet,,,med
надеясь,надеяться,ipf,ger,intr,,praes,,,med
прислонившись,прислониться,pf,ger,intr,,praet,,,med
бродя,бродить,ipf,ger,intr,,praes,,,act
показывая,показывать,ipf,ger,tran,,praes,,,act
сфальшивив,сфальшивить,pf,ger,intr,,praet,,,act
пропустив,пропустить,pf,ger,tran,,praet,,,act
начиная,начинать,ipf,ger,tran,,praes,,,act
прощаясь,прощаться,ipf,ger,intr,,praes,,,med
доведя,довести,pf,ger,tran,,praet,,,act
работая,работать,ipf,ger,intr,,praes,,,act
глядя,глядеть,ipf,ger,intr,,praes,,,act
подшибив,подшибить,pf,ger,tran,,praet,,,act
утирая,утирать,ipf,ger,tran,,praes,,,act
боясь,бояться,ipf,ger,intr,,praes,,,med
всхлипывая,всхлипывать,ipf,ger,intr,,praes,,,act
целясь,целиться,ipf,ger,intr,,praes,,,med
спрашивая,спрашивать,ipf,ger,tran,,praes,,,act
отгоняя,отгонять,ipf,ger,tran,,praes,,,act
пристрастившись,пристраститься,pf,ger,intr,,praet,,,med
рассчитывая,рассчитывать,ipf,ger,intr,,praes,,,act
поступясь,поступиться,pf,ger,intr,,praet,,,med
изображая,изображать,ipf,ger,tran,,praes,,,act
отправив,отправить,pf,ger,tran,,praet,,,act
стесняясь,стесняться,ipf,ger,intr,,praes,,,med
переживая,переживать,ipf,ger,tran,,praes,,,act
улыбаясь,улыбаться,ipf,ger,intr,,praes,,,med
поняв,понять,pf,ger,tran,,praet,,,act
слушая,слушать,ipf,ger,tran,,praes,,,act
переставляя,переставлять,ipf,ger,tran,,praes,,,act
чувствуя,чувствовать,ipf,ger,tran,,praes,,,act
перенося,переносить,ipf,ger,tran,,praes,,,act
утратив,утратить,pf,ger,tran,,praet,,,act
стоя,стоять,ipf,ger,intr,,praes,,,act
вспоминая,вспоминать,ipf,ger,tran,,praes,,,act
оказавшись,оказаться,pf,ger,intr,,praet,,,med
вцепившись,вцепиться,pf,ger,intr,,praet,,,med
оставшись,остаться,pf,ger,intr,,praet,,,med
желая,желать,ipf,ger,tran,,praes,,,act
содрогаясь,содрогаться,ipf,ger,intr,,praes,,,med
найдя,найти,pf,ger,tran,,praet,,,act
проверяя,проверять,ipf,ger,tran,,praes,,,act
бродя,бродить,ipf,ger,intr,,praes,,,act
ломая,ломать,ipf,ger,tran,,praes,,,act
учитывая,учитывать,ipf,ger,tran,,praes,,,act
простирая,простирать,ipf,ger,tran,,praes,,,act
направляя,направлять,ipf,ger,tran,,praes,,,act
истекая,истекать,ipf,ger,intr,,praes,,,act
купив,купить,pf,ger,tran,,praet,,,act
пристроив,пристроить,pf,ger,tran,,praet,,,act
убиваясь,убиваться,ipf,ger,intr,,praes,,,med
